Word,Meaning
castle,(m.) duggāvāsa; pākāra -gutta -pāsāda.
casteless,(adj.) kulahīna.
castor oil,(nt.) eraṇḍatela.
castor plant,(m.) eraṇ ḍagaccha.
castrate,(v.t.) bījāni uddharati; pumbhāvam
casual,(adj) atakkita; āgantuka; ninnimitta.
casualty,(f.) āpadā. (m.) antarāya (plu.; f.)
casually,(adv.) anapekkham; avi takkitam.
casuist,(m.) dhammādhammavicāraka.
casuistry,(f.) manobhāvavicāraṇā.
cat,(m.) biḷāla; majjāra; babbu || female -cat:
cataclasm,(nt.) udrīyana.
cataclysm,(m.) mahāuplava; āposaṃvaṭṭa.
catacomb,(nt.) guhāsusāna.
catafalque,(nt.) chavakūṭāgāra; chavādhāna.
catalepsy,(m.) apamāra. (f.) visaññitā.
cataleptic,(adj.) apasmārarogī.
catalogue,(f.) dabbanāmāvali. (v.t.)
catamaran,(m.) u ḷumpa. (f.) paccarī.
catameniya,(m.) thīraja.
catapult,(nt.) gophaṇa; sakkharāvijjhaka.
cataract,(m.) 1. mahānijjhara; 2. akkhikāca.
catarrh,(m.) pināsa.
catarrhal,(adj.) pināsayutta.
catastrophe,(f.) mahāvipati. (m.)
catch,(nt.) gaṇhana; bandhana; rundhana;
catch cold,abhissandena rogībhavati.
catchable,(adj.) gahaṇūpaga.
catcher,(m.) gāhī; bandhak a; rodhaka.
catching,(nt.) gaṇhana; rodhana.
catchment,(m.) gaṅgādhāra.
catchy,(adj.) manohara; sukhagayha.
catechism,(f.) pucchāvissajjana. (nt.)
catechise,(v.t.) pañhavissajjanena
catechiser,(m.) pañhavissajjaka.
catechu,(m.) khadirasāra.
categorical,(adj.) 1. suvyatta; 2.
categorically,(adv.) supākaṭaṃ; niyataṃ.
category,(m.) samānavagga. vibhāga.
catena,(f.) mālā; āvali
catenate,(v.t.) āvuṇāti; uddā nīkaroti. (pp.)
catenation,(nt.) āvuṇana.
cater,(v.i.) 1. bhojanaṃ sampādeti; 2.
cater cousin,(m.) dūrañāti.
caterer,(m.) vinodadāyi.
caterpillar,(m.) kosakimi; lomasapāṇaka.
catharsis,(nt.) virecana.
cathartic,(adj.) virecaka. (nt.)
cathedral,(nt.) desappamukkha -
Catholic,(adj.) sabbasādhāraṇa. (n.)
catholicity,(nt.) sabbasādhāraṇatta.
catholicon,(nt.) sabbarogaharo -sadha .
cattling,(m.) biḷālapotaka.
cattle,(nt.) go.
cattle fold,(nt.) gokula; goṭṭha. (m.) vaja.
cattle keeping,(f.) gorakkhā. (nt.)
cattle owner,(m.) gomika.
cattle plaque,(m.) gonāsakavyādhi.
cattle urine,(nt.) pūtimutta. (nt.) gomut ta caudal : (adj.) naṅguṭṭhākāra.
caudle,(f.) bhesajjayāgu.
cauldron,(m.) lohakaṭāha.
cauliflower,(nt.) goḷakapupha.
causal,(adj.) hetusambhūta; paccayāyatta.
causality,(f.) sahetukatā.
causally,(adv.) hetusoṭhānaso.
causation,(m.) hetuvāda. (nt.) janakatta;
causative,(adj.) hetubhūta; samuppādaka;
causative verb,(f.) hetvatthakriyā.
cause,(nt.) kāraṇa; niḍāna; ṭhāna. (m.) hetu;
causeless,(adj.) ahetuka; heturahita;
causelessly,(adv.) ahetukaṃ; appatiṭṭhaṃ.
causeway,(m.) ussāpita -magga. (f.)
causing,(adj.) samuṭṭhāpaka.
causing attachment,(adj.) ratikara;
causing disunion,(adj.) bhedakara.
causing injury,(adj.) veyyābādhika.
causing remorse,(adj.) upatāpaka.
caustic,dāhaka. (adj.) dāhakara; tikhiṇa.
causticity,(nt.) jhāpakatta.
cauterisation,(nt.) khārapakkhipana.
cauterise,(v.t.) dā hakena jhāpeti.
caution,(m.) appamāda. (f.) savadhānatā.
caution money,(nt.) pāṭibhogamūla.
cautious,(adj.) sāvadhāna; appamatta;
cautiously,(adv.) sāvadhānaṃ .
cautiousness,(f.) appamāditā;
cavalcade,(f.) assārohakasenā. (nt.)
cavalier,(m.) assārohakarakhi.
cavalry,(f.) assārohakasenā. (nt.) hayāṇīka.
cave,(f.) guhā. (nt.) leṇa (v.t.) guhaṃ khaṇati.
cavern,(f.) darī. (nt.) g irigabhara.
cavernous,(adj.) guhābahula.
cavil,(m.) micchābhiyoga. (v.i.)
cavity,(nt.) kuhara; kūpaka; bīla; randha;
caw,(v.i.) kākarutaṃ ravati. (pp)
Cayman,(m.) mahākumbhīla.
cease,(nt.) nivattan a. (f.) nivutti. (v.i.) 1.
ceaseless,(adj) nirantara; avicchāna.
ceaselessly,(adv) nicaṃ; nirantaraṃ;
ceaselessness,(f.) avicchinnatā.
ceasing,(nt.) nivattana; vigama; nirujjhana.
cecity,(f.) andhatā.
cedar,(m.) khadira.
cede,(v.t.) cajati; pajahati. (v.i.) apacchati;
ceiling,(nt.) dāruvitāna.
celebrate,(v.t.) 1. pakāseti; ūkāṭīkaroti; 2.
celebrated,(adj.) pasiddha; vissuta; vikhūta;
celebration,(m.) usava; chaṇa. (nt.)
celebrity,(f.) kitti. (m.) guṇaghosa; yasa.
celerity,(m.) vega; java.
celestial,(adj.) dibba; devāyatta.
celestial abode,(m.) devaloka.
celestial city,(nt.) devanagara.
celestial nymph,(f.) devaccharā.
celestial river,(f.) suranadī.
celestial tree,(m.) devadduma;
celibacy,(f.) brahmacariyā. (nt.)
celibate,(adj.) brahmacārī. (m.) avivāhī.
cell,(f.) kuṭi. (m.) khuddakagabba. (nt.)
cellar,(m.) bhūmigabbha. (v.t.)
cellular,(adj.) sukkhumagoḷapuṇṇa.
cement,(m.) sudhālepa. (v.t.) sudhālepena
cemetery,(nt.) susāna.  cenobite : (m.) samaṇa; gaṇavāsī.
cenotaph,(nt.) thūpa; cetiya.
cense,(v.t.) d hūpeti; dhūpenavāseti. (pp)
censer,(m.) dhūpakaṭāha.
censor,(m.) upaparikkhaka; vicecaka.
censorious,(adj.) dosagavesaka.
censoriously,(adv)
censoriousness,(f.) chiddagavesitā.
censorship,(nt.) vive cakadhura.
censurable,(adj.) upavajja; codetabba;
censure,(f.) codanā; upavāda. (m.)
censurer,(m) codaka; upavādaka.
census,(nt.) janasaṅkhyālekhana.
cent,(nt.) sataka. (m.) (of money : )
centenarian,(m.) satāyuka.
centenary,(adj.) satavassika. (m.)
centennial,(adj.) satavassapūraṇa.
centennially,(adv.) satavassavārena.
center,(m.) majjha; vemajjha. (nt.)
centesimal,(adj.) satabhāgayutta.
centigrade,(adj.) sataṃsakayutta.
centipede,(m.) 1. satapadī; 2. kaṇṇajalūkā.
cento,(m.) pajjasaṅgaha.
central,(adj.) 1. majjhima; majjhavattī; 2.
centralism,(nt.) majjhavattana.
centrality,(f.) majjhavattitā.
centralisation,(nt.) vemajjhapāpaṇa.
centralise,(v.t.) vemajjhaṃ pāpeti. (pp)
centre,(m.) majjha; vemajjha. (nt.)
centrifugal,(adj.) majjhato apagantukāma.
centripetal,(adj.) majjhaṃ pattukāma.
centuple,(nt.) sataguṇita. (v.t.) satena
centuplicate,(v.t.) sataguṇaṃ karoti. (pp)
century,(nt.) satavachara.
cephalic,(adj.) sīsāyatta.
ceramic,(adj.) kumbhakammāyatta.
ceramics,(nt.) kumbhakārasippa.
cereal,(nt.) dhañña; sassa. (adj.)
cerebral,(adj.) mat thaluṅgāyatta.
cerebral letter,(nt.) muddhajakkhara.
cerebration,(f.) matthaluṅgavutti;
cerebrum,(m) matthaluṅga.
cerecloth,(nt.) sitthakavattha;
cerement,(nt.) sitthakavattha;
ceremonial,(adj.) pūjāv idhivisayaka.
ceremonious,(adj.) pūjāvidhiyutta;
ceremony,(m.) 1. ussava; chaṇa; 2.
ceroplastic,(adj.) sitthakasippāyatta. (nt.;
certain,(adj.) 1. niyata; nicchita; nissaṃsaya;
certainly,(adv.) have; dhuvaṃ; kāmaṃ;
certainty,(m.) nicchaya; asandeha. (nt.)
certificate,(nt.) pamāṇapaṇṇa;
certification,(nt.) pamāṇīkaraṇa.
certifier,(m.) pamāṇapaṇṇadā yaka;
certify,(v.t.) saddahāpeti; pamānīkaroti;
certitude,(nt.) nicchitatta. (m.) ekantabhāva.
cerumen,(nt.) kaṇṇamala.
cervical,(adj.) gīvāyatta.
cervine,(adj.) sā raṅgasadisa.
cess,(m.) kara; bali.
cessation,(m.) nirodha; upasama; abhava.
cession,(nt.) vissajjana; pariccajana.
cesspit,(m.) vaccakūpa.
cesspool,(f.) candanikā. (m.) oligalla.
cetacean,(m.) khīrapāyī.
cetaceaneous,(adj.) khīrapāyīgaṇāyatta .
chafe,(v.t.) 1. nighaṃseti; ghaṭṭeti; 2. kopeti;
chaff,(m.) thusa; palāpa. (v.t.) 1 thusam
chaffer,(v.i.) paṇopaṇaviyaṃ karoti. (f.)
chafferer,(m.) kayavikkayika; vohārika.
chaffless,(adj.) nitthusa.
chaffy,(adj.) bhu sapuṇṇa; nipphala.
chagrin,(m.) āsābhaṅga; ubbega; santāpa.
chain,(f.) saṇkhalikā; (series : ) santati;
chain for a dog,(nt.) gaddula. (v.t.) nigaḷeti;
chainless,(adj.) uddāma; niddāma.
chair,(nt.) pīṭha; āsana. (v.t.) dhure thapeti;
chairman,(m.) sabhāpati.
chairmanship,(nt.) sabhāpatitta.
chaise,(m.) sa ndana; ratha.
chalcography,(nt.) tambālekhasippa.
chalice,(m.) casaka.
chalk,(nt.) sitopala. (v.t.) sitopalena likhati.
challenge,(m.) abhiyoga. (v.t.) kalahāya or
challengeable,(adj.) abhiyogāraha.
challenger,(m.) abhiyogī; paṭipuggala.
chamber,(m.) antogabbha; upper chamber:
chamber lain,(m.) sirisaya napālaka;
chamber maid,(f.) sayanapālikā.
chamber pot,(nt.) passāvabhājana.
chameleon,(m.) kakaṇṭāka.
chamois,(m.) vātamiga.
champ,(v.i.) sasaddaṃ cabbati; romanthati.
champac,(m.) campaka -rukkha.
Champaign,(nt.) vivaṭaṅgaṇa.
champion,(m.) vīra; sūrayodha; asadisa.
championless,(adj.) appaṭipuggala.
championship,(nt.) asadisavīratta.
chance,(m.) avasara; okāsa. (f.) avatthā;
chance comer,(m.) yadicchāyāgāmī.
chanceful,(adj.) siddhibahula.
chancellery,(nt.) akkhadassadhura. (m.)
chancellor,(m.) akkhadassāmacca.
chancellorship,(nt.) adhikaraṇā -
chancery,(f.) uttarādhikaraṇasālā.
chancre,(m.) upadaṃsavaṇa.
chandelier,(f.) agghikā. (m.) dīpādhāra.
chandler,(m.) sitthavaṭṭivāṇija.
change,(m.) vikāra; viparināma;
change colour,(v.t.) vivaṇṇī bhavati.
changeable,(adj.) ruppanaka;
changeful,(adj.) viparivattamāna; anicca.
changeless,(adj.) thāvara; avikāra.
change ling,(m.) vinimita -dāraka.
channel,(f.) jalamātikā; paṇālikā;
chant,(nt.) gīta. (f.) gītikā. (v.i.) gāyati;
chanter,(m.) gāyaka; dhammanavamsa .
chantress,(f.) gāyikā.
chaos,(m.) missībhāva. (f.) saṅkiṇṇatā.
chaotic,(adj.) saṅkiṇṇa; vyākula.
chaotically,(adv.) vyākulākārena.
chap,(f) hanukā. (m.) māṇavaka; yuva. (nt.)
chapel,(nt.) puggalikadevaṭṭhāna. (f.)
chapiter,(nt.) thambhasīsa.
chaplain,(m.) puggalika -
chaplet,(f.) sekhara. (f.) āvelā.
Chapman,(m.) kacchapaṭav āṇija.  chapter : (m.) pariccheda; ajjhaya; vagga; (of
monks,) gaṇa; kārakasaṅgha.
chapter house,(nt.) sīmāghara;
char,(v.t.) aṅgārīkaroti; īsakaṃdahati. (pp.)
character,(m.) sabhāva; abhiññātapuggala.
characteristic,(f.) pakati. (nt.) liṇga;
characteristically,(adv.) yathāsabhāvaṃ.
characterize,(v.t.) viseseti; vyañjayati. (pp.)
chara cterless,(adj.) apākaṭa; avisiṭṭha.
chare,(v.i.) gehasodhanādikammaṃ karoti.
charge,(nt.) gahaṇappamāna; dhura;
charger,(m.) codaka; yuddhassa.
chariness,(f.) mitabbayatā.
chariot,(m.) sandana; assaratha.
charioteer,(m.) rathācariya; sūta; sārathi.
charitable,(adj.) cāgasīlī; vadaññu.
charitableness,(f.) vadaññutā; cāgasīlitā.
charity,(nt.) dāna; vitaraṇa. (m) paricaga.
charla tan,(m.) 1. vikatthī; māyāvī; 2.
charlatanism,(f.) vikatthanā; kūṭatikicchā.
charm,(nt.) manta; vasikaraṇa; kavaca. (f.)
charmer,(m.) palobhaka.
charming,(adj.) cāru; manuñña; ramma;
charmless,(adj.) nissirīka; amamīpa.
charnel,(adj.) chavāyatta.
chart,(nt.) samuddālekha. (v.t.)
charter,(nt.) adhikārapaṇṇa. (v.t.)
chary,(adj.) samekkhakārī; mitabbaya.
chase,(nt.) anubandhana; palāpana. (m.)
chaser,(m.) anubandhaka.
chasm,(f.) darī. (nt.) bhuvivara.
chassis,(m.) vāhanapangara
chaste,(adj.) suddha; nimmala; anavajja;
chaste of a husband,(m.) sadārasintosa.
chaste of a wife,(nt.) patibbata.
chasten,(v.t.) dameti; sodheti. (pp.) damita;
chastise,(v.t.) daṇḍeti; tajjeti; santajjeti;
chastisement,(nt.) niggaṇhana; santajjana.
chastiser,(m.) santajjaka; niggahetu.
chastity,(f.) anavajjatā. (nt.) anatikkamana.
chat,(m.) sallāpa. (f.) niratthakakatha. (v.i.)
chattel,(nt.) jangamadhana
chatter,(v.i.) 1. kūjat i; 2. palapati; pajappati.
chatterer,(m.) pajappaka; vikatthaka.
chatty,(f.) cāti. (nt.) mattikabhajana.
chauffer,(nt.) pārihariya -uddhana.
chauffeur,(m.) sārathī; rathapājaka.
cheap,(adj.) sarathi. (m.) rathapājaka.
cheapen,(v.t.) agghaṃ osādeti. (pp.)
cheat,(m.) saṭha; vañcaka; nekatika. (v.t.)
cheating,(f.) nikati; vañcanā. (nt.) sāṭheyya.
check,(nt.) nivattana; niv āraraṇa;
checker,(m.) 1. paṭisedhaka; 2. ūnādhikatta -
cheek,(m.) kapola; kaṭa.
cheeky,(adj.) dubbinīta; mukhara.
cheer,(m.) 1. hāsa; tosa. 2. sādhukāra;
cheerful,(adj.) sumana; haṭṭhacitta; sānanda.
cheerfulness,(f.) attamanatā; santuṭṭhi.
cheerily,(adv.) tuṭṭhākārena; sānandaṃ.
cheerless,(adj.) dummana; asantuṭṭha.
cheerlessness,(f.) dummanatā; asantuṭṭhi.
cheery,(adj.) attamana; pamudita.
cheese,(nt.) loṇika -nonīta; cheesemonger.
cheetah,(m.) ajina -dīpi.
chemical,(adj.) rasāyanika.
chemical compound,(nt.) rasāyana.
chemist,(m.) rasāyanavidū.
chemistry,(f.) rasāyanavijjā.
cheque,(nt.) dhanapaṇṇa.
chequer,(m.) sāriphalaka. (v.t.) caturassa -
cherish,(v.t.) 1. mamāyati; 2. niveseti;
cheris h hatred,veram bandhati;
cherish love,mettāyati.
cherisher,(m.) posaka; gopaka.
cheroot,(f.) dhūmavaṭṭikā.
cherub,(m.) devadūta.
cherubic,(adj.) dibba
chess,(f.) aṭṭhāpadakīḷā; caturaṅgakīḷā.
chessboard,(m.) sāriphalaka.
chest,(f.) peḷā. (m.) ura.
chestnut,(nt.) tambaphala. (m.) tambaphala -
chevalier,(m.) vīra -assārohaka.
Chevy,(m.) migava. (v.t.) anubandhati. (pp.)
chew,(v.t.) cabbati; saṅkhādati. (pp.)
chew the cud,romanthati.  (pp.) romanthita.
chicanery,(nt.) vyājavacana.
chick,(m.) sakuṇapotaka.
chicken,(m.) kukkuṭacchāpa
chicken hearted,(adj.) bhīruka;
chicken pox,(f.) khuddakamasūrikā.
chickpeas,(m.) canaka.
chide,(v.t.) tajjeti; paribhāsati. (p p.) tajjita;
chief,(adj.) padhāna; jeṭṭha; mukhya. (m.)
chief minister,(m.) mahāmatta.
chief object,(m.) paramattha.
chiefly,(adv.) padhānavasena; visesato.
chieftain,(m.) gaṇādhipa.
chignon,(m.) dhammilla.
child,(m.) bālaka; dāraka; kumāraka.
childbirth,(f.) pasūti.
childhood,(nt.) bālya.
childish,(adj.) bālocita
childless,(adj.) vañjha; aputtaka.
childlike,(adj.) bālasadisa; niddosa.
children,(m.; pl u.) dārakā.
chill,(nt.) sīta. (m.) sītaroga. (v.t.)
chilli,(nt.) marica.
chilly,(adj.) sītala. (adv.) mandussāhena.
chime,(nt.) samavādana; anukūlavādita.
chimera,(nt.) atathaparikappa na;
chimerical,(adj.) cintāmaya.
chimney,(m.) dhūmaniggama. (f.)
chimpanzee,(m.) manussavānara.
chin,(nt.) cubuka.
china,(nt.) cīnaraṭṭha
china rose,(m.) bandhujīvaka.
chinaware,(nt.) setamattikābhaṇḍa.
chine,(nt.) piṭṭhikaṇṭaka
Chinese,(adj.) cīnadesīya. (m.) cinajātika.
chink,(nt.) vivara. (v.i.) kiṇikiṇāyati. (v.t.)
chip,(f.) sakalikā. (v.t.) 1. tacchati; 2.
chip axe,(f.) vāsi; tacchanī.
chipper,(m.) tacchaka.
chippy,(adj.) nirassāda; kopabahula.
chirp,(v.t.) 1. kūjati; 2. sallapati. (pp.) kūjita;
chirpy,(adj.) pītiyutta.  chirr : (v.t.) dīghaṃ kūjati; salabho viya
chir rup,(v.t.) dīghaṃ kūjati; salabho viya
chisel,(nt.) nikhādana. (v.t.) nikhādanena
chit,(f.) pattikā; kisā itthī. (m.) aṅkura.
chivalrous,(adj.) sūra; vīra; vikka mayutta.
chivalry,(m.) vikkama; parakkama. (nt.)
chloroform,(nt.) visaññīkarabhesajja. (v.t.)
chock,(nt.) nivattaka -dārukkhaṇḍa. (v.t.)
choice,(nt.) uc cinana. (f.) ruci; abhilāsā.
choice of a husband,(m.) sayamvara.
choir,(m.) gāyakagaṇa. (v.i.) gaṇasajjhāyam
choke,(v.t.) kaṇṭhaṃ uppīḷeti; sāsam
choler,(nt.) pitta. (m.) kopa.
cholera,(f.) visūcikā.
choleric,(adj.) kodhana.
choose,(v.t.) uccināti; roceti. (pp.) uccinita;
chooser,(m.) uccinaka; rocetu.
chop,(f.) sakalikā. (v.t.) tacchati; sakalīkaroti.
chophouse,(nt.) lahubhojanāgāra.
chopper,(nt.) govikatta. (m.) tacchaka.
chopping,(nt.) tacchana.
choppy,(adj.) kampanasīla; athira.
choral,(adj.) gāyakagaṇāyatta.
chord,(m.) tantu. (nt.) tanta. (v.t.) tantāni
chordal,(adj.) tan tusambandha.
chore,(v.i.) gehasodhanādikammaṃ karoti.
choreography,(m.) padesa -cittālekha.
chorion,(m.) gabbhāsaya; jalābu.
chorister,(m.) gaṇagāyaka
chorus,(nt.) anugāyana. (m.)
chouse,(f.) vañcanā. (v.t.) vañceti. (pp.)
chowrie,(nt.) cāmara. (f.) vālavījanī.
chrestomathy,(m.) uddhaṭapāṭhasaṅgaha.
Christ,(m.) Kiṭṭha -devaputta
christen,(v.t.) 1. ūdakaṃ ogāheti; 2. nāmam
Christendom,(m.) Kiṭṭhabhattikadesa.
Christian,(m.) Kiṭṭhabhattika.
Christianity,(f.) Kiṭthabhatti. (m.)
Christmas,(nt.) Kiṭṭhijamma.
chromatic,(adj.) vaṇṇasampanna.
chronic,(adj.) cirappavatta; anusāyika;
chronicle,(f.) purāvuttakathā. (v.t.) itihāsam
chronic ler,(m.) itihāsalekhaka.
chronological,(adj.) kālānugata.
chronologist,(m.) kālaniṇṇayakārī.
chronology,(f.) kālanicchayavijjā.
chronometer,(nt.) kālamāṇkayanta.
chronometrical,(adj.) kālamāṇāyatta.
chronometry,(nt.) kālamāṇa.
chrysoberyl,(m.) mandapītamaṇi.
chrysolite,(m.) tiṇamaṇi.
chubby,(adj.) pīṇa; pīvara.
chuck,(nt.) kukkuṭavhāna. (v.t.i.) agāravam
chuckle,(m.) kukkuṭīrava; manḍahāsa. (v.i.)
chuckleheaded,(adj.) ma ndabuddhika.
chum,(m.) piyamitta; sahavāsī.
chump,(m.) jaḷa; eḷamūga.
chunnam,(nt.) suddhācuṇṇa.
church,(nt.) devāyatana.
churl,(m.) nihīna; gamma.
churlish,(adj.) nīca; addhama.
churn,(v.t.) mathati; abhimanthati; āviñjati.
churning,(nt.) mathana.
churning stick,(m.) mantha.
chute,(f.) adhomudhā parikhā or panāḷikā.
chyme,(m.) jiṇṇāhāra.
cicatrice,(nt.) vaṇaciṇha.
cicatrise,(v.t.) vaṇaṃ rūheti or pūrāpeti.
cicatrix,(nt.) vaṇ aciṇha.
cider,(m.) phala -majjavisesa.
cigar,(f.) dhūmavaṭṭikā.
cigarette,(f.) dhūmavaṭṭikā.
cilia,(nt.) pakhuma.
cilice,(nt.) kesakambala.
Cimmerian,(adj.) bahalandhakāra.  cincture : (f.) rasanā; mekhalā.
cinder,(m.) aṅgāra.
cinema,(nt.) ca lacittāgāra.
cinematograph,(nt.) calacittayanta.
cinematography,(f.) calacittavijjā.
cinerary,(adj.) bhasmāyatta.
cinnabar,(nt.) hiṅgula.
cinnamon,(m.) tacagandhī.
cinque,(nt.) pañcaka.
cipher,(nt.) saṅkhyāṅka. (m.) bindu. (v.t.)
circa,(f.) vassagaṇanā.
circle,(n.) cakka; parivaṭṭa; maṇḍla. (v.t.)
circle of rebirths,(nt.) saṃsāravaṭṭa.
circlet,(nt.) s īsābharaṇa; khuddaka -
circuit,(f.) paribhi. (nt.) nemimaṇḍala;
circuitous,(adj.) vaṅkagatika; anujuka.
circular,(adj.) maṇḍalākāra. (nt.)
circular road,(m.) parihārapatha.
circularity,(f.) vaṭṭulatā.
circularly,(adv.) vaṭṭulākārena.
circulate,(v.t.) pacāreti; nivedeti. (v.i.) vaṭṭe
circulation,(nt.) paribbhamaṇa.
circulative,(adj.) paribbhamaka.
circulator,(m.) pacāraka; bhamāpaka.
circulatory,(adj.) paribbhamaṇāyatta.
circum,(prep.) parito; samantā.
circumambulate,(v.i.) padakkhiṇaṃ karoti;
circumambulation,(f.) padakkhiṇā. (nt.)
circumcise,(v.t.) cammaggaṃ chind ati. (pp.)
circumcision,(nt.) cammaggachedana
circumference,(f.) paridhi. (m.) parivesa;
circumfluence,(nt.) sabbato abhissandana.
circumfluent,(adj.) sabbato sandamāna.
circumfluoes,(adj.) jalamajjhagata;
circumfuse,(v.t.) parivyāpeti. (pp.)
circumfusion,(nt.) samantā vyāpana.
circumgyrate,(v.i.) parito bhamati. (pp.)
circumjacent,(adj.) samantā patiṭṭhita.
circumlocution,(nt.) vācābāhulla. (f.)
circumnavigate,(v.t.) parito nāvāya carati.
circumscribe,(v.t.) pamāṇeti; paricchindati.
circumscriber,(m.) paricchindaka
circumscription,(nt.) paricchindana;
circumspect,(adj.) samantadassī;
circumspection,(f.) vīmaṃsā; upaparikkhā.
circumspectly,(adv.) sāvadhānaṃ;
circumstance,(f.) avatthā; dasā; siddhi. (m.)
circumstantial,(adj.) āvatthika; āgantuka.
circumstantially,(adv.) āvatthikavasena.
circumvallate,(v.t.) pākārena parikkhipati.
circumvallion,(nt.) pākāraparikkhipana.
circumvent,(v.t.) vañceti; palambheti. (pp.)
circumvolution,(nt.) samantā
circus,(nt.) kīḷāmaṇḍala. (f.) abbhuta -kīḷā.
cistern,(m.) jalāsaya.
citable,(adj.) udāharaṇīya.
citadel,(nt.) duggangara.
citation,(nt.) nidassana; paṭhana.
cite,(v.t.) āṇāpeti; uddharitvā paṭhati;
citizen,(m.) nāgarika; puravāsī.
citron,(m.) dantasaṭha.
city,(nt.) pura; nagara. (f.) purī; nagarī.
city belle,(f.) nagarasobhi nī.
city gate,(nt.) nagaradvāra; gopura.
city wall,(m.) pākāra.
civet,(m.) gandha -majjāra.
civic,(adj.) porī; nāgarika.  civil : (adj.) mahājanika; susīla; piyaṃvada.
civilian,(m.) ayujjhakajana.
civilisation,(f.) siṭṭhācāratā; sabbhatā.
civilis e,(v.t.) sadācāre vineti; siṭṭhataṃ
civility,(nt.) sosīlya. (m.) sadācāra.
civilly,(adv.) yathāpaññattaṃ;
clack,(v.i.) kharasaddaṃ pavatteti;
clad,(pp.) ni vattha.
claim,(v.t.) dahati; sakīyattaṃ ñāpeti. (pp.)
claimant,(m.) abhiyācaka.
clairaudience,(m.) dibhasota.
clairvoyance,(nt.) dibbacakkhu.
clairvoyant,(m.) dibbacakkhuka.
clamant,(adj .) ugghosaka; mukhara.
clamber,(v.i.) āyāsena āruhati. (pp.) āyāsena
clammy,(adj.) allīyanasabhāvaka.
clamorous,(adj.) ugghosaka; unnādī.
clamour,(m.) ugghosa; mahārava; ninnāda.
clamp,(m.) sambandhaka; daḷhīkara. (v.t.)
clan,(nt.) gotta; kula. (m.) vaṃsa.
clandestine,(adj.) gūḷha; rāhaseyyaka;
clandestinely,(adv.) gūḷhākārena.
clang,(m.) jhaṅkāra. (v.i.) saṇati; jhanati.
clangour,(adj.) jhaṅkārayutta.
clank,(m.) kiṅkiṇisadda. (v.i.) kiṇikiṇāyati.
clansman,(m.) kulaputta.
clap,(v.t.) saṅghaṭṭeti; tāḷeti. (v.i.) (hands : )
clapper,(m.) vādaka; saṅghaṭṭaka.
clapperclaw,(v.t.) vilikhati; niranukampaṃ
claptrap,(f.) pasaṃsatthikakathā.
clarification,(nt.) nimmalīkaraṇa;
clar ify,(v.t.) sodheti; visodheti; vimalīkaroti.
clarity,(nt.) nimmalatta. (f.) visuddhi;
clash,(nt.) ghaṭṭana. (m.) virodha; viggaha.
clashing,(adj.) paṭihaññamāna;
clasp,(nt.) āliṅgana; parissajana. (m.)
